# creditos.dat - donde guarda cada juego su contador de creditos.
# Las lineas sin marca las comprobo buscar_creditos.sh ejecutando el juego:
# se le escriben creditos y se comprueba que el juego los gasta al pulsar START.
# Las marcadas (cheat) vienen de la coleccion de cheats de MAME y NO estan
# comprobadas: se leen solo si pasan la prueba de las monedas, y nunca se
# escribe en ellas. Varias direcciones con "+" son copias del mismo contador.
aracnisa @:maincpu,program,41f5   # (cheat)
arcadecl @:maincpu,program,3eec63   # (cheat)
arcadian @:maincpu,program,1f900d   # (cheat)
archrivl @:maincpu,program,61e1c   # (cheat)
archrivla @:maincpu,program,61e1c   # (cheat)
archrivlb @:maincpu,program,61e1c   # (cheat)
area51 @:maincpu,program,80069124   # (cheat)
area51a @:maincpu,program,80069124   # (cheat)
area51mx @:maincpu,program,a0073f   # (cheat)
area51t @:maincpu,program,a0066f   # (cheat)
area51ta @:maincpu,program,a0066f   # (cheat)
area51u @:maincpu,program,250bec   # (cheat)
area88 @:maincpu,program,ff0ffe   # (cheat)
area88r @:maincpu,program,ff0ffe   # (cheat)
argus @:maincpu,program,e021   # (cheat)
argusg @:maincpu,program,13e   # (cheat)
arian @:maincpu,program,e776   # (cheat)
ark1ball @:maincpu,program,c432   # (cheat)
arkaboot @:maincpu,program,c432   # (cheat)
arkangc2 @:maincpu,program,c432   # (cheat)
arkanoid @:maincpu,program,c432   # (cheat)
arkanoidj @:maincpu,program,c432   # (cheat)
arkanoidja @:maincpu,program,c432   # (cheat)
arkanoidjb @:maincpu,program,c432   # (cheat)
arkanoidjbl @:maincpu,program,c432   # (cheat)
arkanoidjbl2 @:maincpu,program,c432   # (cheat)
arkanoidpe @:maincpu,program,c432   # (cheat)
arkanoidu @:maincpu,program,c432   # (cheat)
arkanoiduo @:maincpu,program,c432   # (cheat)
arkarea @:maincpu,program,c004   # (cheat)
arkatayt @:maincpu,program,c432   # (cheat)
arkatour @:maincpu,program,c432   # (cheat)
arkbloc2 @:maincpu,program,c432   # (cheat)
arkbloc3 @:maincpu,program,c432   # (cheat)
arkblock @:maincpu,program,c432   # (cheat)
arkgcbl @:maincpu,program,c432   # (cheat)
arkgcbla @:maincpu,program,c432   # (cheat)
arkretrn @:maincpu,program,400261   # (cheat)
arkretrnj @:maincpu,program,400261   # (cheat)
arkretrnu @:maincpu,program,400261   # (cheat)
arktayt2 @:maincpu,program,c432   # (cheat)
arlingtn @:maincpu,program,358d   # (cheat)
arlingtna @:maincpu,program,358d   # (cheat)
armchmp2 @:maincpu,program,f0045   # (cheat)
armchmp2o @:maincpu,program,f0045   # (cheat)
armchmp2o2 @:maincpu,program,f0045   # (cheat)
armcomoa @:maincpu,program,8003ea74   # (cheat)
armedf @:maincpu,program,611a6   # (cheat)
armedff @:maincpu,program,611a6   # (cheat)
armorcar @:maincpu,program,8112   # (cheat)
armorcar2 @:maincpu,program,8112   # (cheat)
armwrest @:maincpu,program,d7c9   # (cheat)
ashnojoe @:maincpu,program,4c295   # (cheat)
ashura @:maincpu,program,600859   # (cheat)
ashuraj @:maincpu,program,600859   # (cheat)
ashurau @:maincpu,program,600859   # (cheat)
asideral @:maincpu,program,4002   # (cheat)
aso @:maincpu,program,e774   # (cheat)
assault @:maincpu,program,100023   # (cheat)
assaultj @:maincpu,program,100023   # (cheat)
assaultp @:maincpu,program,100023   # (cheat)
astdelux @:maincpu,program,8c   # (cheat)
astdelux1 @:maincpu,program,93   # (cheat)
astdelux2 @:maincpu,program,93   # (cheat)
asterix @:maincpu,program,1040b2   # (cheat)
asterixaad @:maincpu,program,1040b2   # (cheat)
asterixeaa @:maincpu,program,1040b2   # (cheat)
asterixeac @:maincpu,program,1040b2   # (cheat)
asterixj @:maincpu,program,1040b2   # (cheat)
asterock @:maincpu,program,6f   # (cheat)
asterockv @:maincpu,program,6f   # (cheat)
asteroid @:maincpu,program,70
asteroid1 @:maincpu,program,6f   # (cheat)
asteroid2 @:maincpu,program,70   # (cheat)
asteroidb1 @:maincpu,program,70   # (cheat)
asteroidb2 @:maincpu,program,6f   # (cheat)
astinvad @:maincpu,program,1f9d   # (cheat)
astinvadb @:maincpu,program,1f9d   # (cheat)
astorm @:maincpu,program,c119   # (cheat)
astralb @:maincpu,program,7e0822   # (cheat)
astrians @:maincpu,program,4002   # (cheat)
astroamb @:maincpu,program,4002   # (cheat)
astrofl @:maincpu,program,c000   # (cheat)
astrowar @:maincpu,program,150e   # (cheat)
astyanax @:maincpu,program,ff883f   # (cheat)
astyanaxa @:maincpu,program,ff883f   # (cheat)
asuka @:maincpu,program,103613   # (cheat)
asukaj @:maincpu,program,103613   # (cheat)
asukaja @:maincpu,program,103613   # (cheat)
ataqandr @:maincpu,program,8032   # (cheat)
ataxx @:master,program,e693   # (cheat)
ataxxa @:master,program,e724   # (cheat)
ataxxe @:master,program,e72d   # (cheat)
ataxxj @:master,program,e72d   # (cheat)
atehate @:maincpu,program,906029   # (cheat)
atetb3482 @:maincpu,program,c1   # (cheat)
atetb5205 @:maincpu,program,c1   # (cheat)
atetris @:maincpu,program,c1   # (cheat)
atetrisa @:maincpu,program,c1   # (cheat)
atetrisb @:maincpu,program,c1   # (cheat)
atetrisb2 @:maincpu,program,c1   # (cheat)
